x,y,cell_id,population,infected_DM_0,infected_DM_1,infected_DM_2,infected_DM_3,u,var,sd,IoD,CoV
-2.139441,53.5105521,-1.40189E+18,100,0,1,0,0,0.25,0.25,0.5,1,2
-2.1394765,53.5213382,-3.96984E+18,114,0,0,2,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.139509,53.5312253,-4.60717E+18,97,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1395179,53.5339218,1.87608E+18,84,0,1,0,0,0.25,0.25,0.5,1,2
-2.1395297,53.5375172,-7.74336E+18,136,1,0,0,0,0.25,0.25,0.5,1,2
-2.160599,53.5231093,-2.02564E+18,38,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1590299,53.5069323,-6.66022E+18,111,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1590636,53.5159206,8.20629E+18,89,1,0,0,0,0.25,0.25,0.5,1,2
-2.1590771,53.519516,-1.45576E+18,105,0,2,0,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.1379711,53.5222388,2.21757E+18,70,0,0,1,0,0.25,0.25,0.5,1,2
-2.1379916,53.5285306,5.67423E+18,54,0,0,1,0,0.25,0.25,0.5,1,2
-2.1380121,53.5348224,6.54186E+18,202,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1590165,53.5033369,4.46076E+18,41,0,0,0,2,0.5,1,1,2,2
-2.1590738,53.5186171,-3.06238E+18,78,0,0,0,1,0.25,0.25,0.5,1,2
-2.1590839,53.5213136,3.13014E+17,125,0,0,0,2,0.5,1,1,2,2
-2.1591852,53.5482786,-6.83042E+18,58,0,0,0,1,0.25,0.25,0.5,1,2
-2.1574588,53.4898564,-5.6085E+18,62,0,0,0,1,0.25,0.25,0.5,1,2
-2.1574922,53.4988448,-6.71485E+18,72,0,0,1,0,0.25,0.25,0.5,1,2
-2.1575623,53.5177203,8.64196E+18,57,2,0,0,0,0.5,1,1,2,2
-2.1573955,53.4727784,7.12649E+18,123,0,0,0,1,0.25,0.25,0.5,1,2
-2.1576024,53.5285063,3.76615E+18,63,0,0,1,0,0.25,0.25,0.5,1,2
-2.1576324,53.5365958,-6.10197E+18,47,0,0,0,1,0.25,0.25,0.5,1,2
-2.1349517,53.5213434,-6.77281E+18,125,1,0,0,0,0.25,0.25,0.5,1,2
-2.1560012,53.5033409,2.9045E+18,64,0,0,1,0,0.25,0.25,0.5,1,2
-2.1560343,53.5123293,5.35946E+18,30,0,0,1,0,0.25,0.25,0.5,1,2
-2.1560508,53.5168235,3.10126E+18,68,0,1,0,0,0.25,0.25,0.5,1,2
-2.1560839,53.5258118,-3.54446E+18,79,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1560872,53.5267106,8.12908E+18,71,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.15618,53.5518779,9.07174E+18,62,1,1,1,0,0.75,0.25,0.5,0.333333333,0.666666667
-2.1334547,53.5249404,2.93291E+18,84,0,1,0,0,0.25,0.25,0.5,1,2
-2.1545296,53.5132301,1.01092E+18,80,0,0,1,0,0.25,0.25,0.5,1,2
-2.1545853,53.5285103,1.04264E+18,86,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1546673,53.550981,-2.44032E+18,90,0,0,1,0,0.25,0.25,0.5,1,2
-2.154687,53.556374,-1.30836E+18,34,0,1,0,0,0.25,0.25,0.5,1,2
-2.15308,53.529411,3.18159E+18,160,1,1,0,2,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.1304933,53.5429204,-5.23463E+18,86,1,0,0,0,0.25,0.25,0.5,1,2
-2.1515554,53.5249188,4.12177E+18,120,0,4,0,0,1,4,2,4,2
-2.1515779,53.5312106,6.62461E+18,95,0,1,0,0,0.25,0.25,0.5,1,2
-2.151594,53.5357048,-8.10331E+17,64,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1500629,53.5294149,-6.62248E+18,81,0,2,0,0,0.5,1,1,2,2
-2.1500757,53.5330102,-5.78667E+18,59,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1500789,53.533909,1.68201E+18,126,0,0,0,1,0.25,0.25,0.5,1,2
-2.150082,53.5348079,-2.6753E+18,101,0,0,0,1,0.25,0.25,0.5,1,2
-2.1500852,53.5357067,-3.78027E+17,85,2,0,0,0,0.5,1,1,2,2
-2.1289405,53.5285407,-8.02289E+18,87,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1274698,53.541126,-5.14831E+18,18,1,0,0,0,0.25,0.25,0.5,1,2
-2.1275267,53.5600014,5.73758E+18,28,0,0,1,0,0.25,0.25,0.5,1,2
-2.1485481,53.5276191,6.50464E+18,141,0,0,0,1,0.25,0.25,0.5,1,2
-2.1485638,53.5321133,-4.07104E+18,93,0,0,0,1,0.25,0.25,0.5,1,2
-2.1485796,53.5366074,-1.89857E+18,104,0,1,0,0,0.25,0.25,0.5,1,2
-2.1486017,53.5428992,-1.54387E+18,65,0,1,0,0,0.25,0.25,0.5,1,2
-2.148482,53.5087436,8.73006E+18,78,1,0,0,0,0.25,0.25,0.5,1,2
-2.1485733,53.5348097,7.60875E+18,88,1,0,0,0,0.25,0.25,0.5,1,2
-2.1486301,53.5509887,4.53882E+18,19,0,0,0,1,0.25,0.25,0.5,1,2
-2.147049,53.5303175,1.81E+18,78,1,0,0,0,0.25,0.25,0.5,1,2
-2.1470895,53.5420023,-1.352E+18,34,0,0,0,1,0.25,0.25,0.5,1,2
-2.1469991,53.5159361,4.15028E+18,150,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1470022,53.5168349,1.9634E+18,145,0,0,0,1,0.25,0.25,0.5,1,2
-2.1470989,53.5446988,-7.27897E+18,37,1,0,0,0,0.25,0.25,0.5,1,2
-2.1471051,53.5464964,-1.57848E+18,106,0,0,1,0,0.25,0.25,0.5,1,2
-2.1454787,53.5123426,-6.01434E+17,60,0,0,1,0,0.25,0.25,0.5,1,2
-2.1454848,53.5141403,4.64267E+18,51,0,0,0,1,0.25,0.25,0.5,1,2
-2.1455373,53.5294205,-8.05925E+18,155,0,2,1,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.1455404,53.5303193,-5.14596E+18,56,1,0,0,0,0.25,0.25,0.5,1,2
-2.1455651,53.53751,-3.3201E+17,63,0,0,1,0,0.25,0.25,0.5,1,2
-2.1440593,53.5384106,-4.92911E+18,81,0,0,1,0,0.25,0.25,0.5,1,2
-2.1440715,53.542006,8.75297E+18,28,1,0,0,0,0.25,0.25,0.5,1,2
-2.1440868,53.5465001,-7.62402E+18,100,0,0,0,1,0.25,0.25,0.5,1,2
-2.1441235,53.5572861,5.55406E+18,50,0,0,1,0,0.25,0.25,0.5,1,2
-2.1424658,53.5132451,2.14157E+18,126,1,0,0,0,0.25,0.25,0.5,1,2
-2.1214778,53.5564124,2.00335E+18,67,0,1,0,0,0.25,0.25,0.5,1,2
-2.1425172,53.5285253,-4.9959E+18,111,0,1,0,0,0.25,0.25,0.5,1,2
-2.1426049,53.5545914,7.01414E+18,63,0,0,0,1,0.25,0.25,0.5,1,2
-2.1425716,53.5447043,1.40557E+18,105,2,0,0,0,0.5,1,1,2,2
-2.1198868,53.5276513,3.03018E+18,172,0,0,0,1,0.25,0.25,0.5,1,2
-2.1199377,53.545628,-5.68591E+18,112,0,0,0,1,0.25,0.25,0.5,1,2
-2.1409459,53.5096515,-8.54378E+18,66,0,1,0,0,0.25,0.25,0.5,1,2
-2.1394824,53.5231358,-5.5147E+18,53,0,0,0,1,0.25,0.25,0.5,1,2
-2.1395356,53.5393148,-7.59952E+18,204,0,1,0,0,0.25,0.25,0.5,1,2
-2.1395268,53.5366183,-5.98331E+18,39,0,0,0,2,0.5,1,1,2,2
-2.1380092,53.5339236,-7.2825E+18,137,0,0,1,0,0.25,0.25,0.5,1,2
-2.1380502,53.5465072,-3.31775E+18,146,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1364455,53.5168475,4.35729E+18,46,0,1,0,0,0.25,0.25,0.5,1,2
-2.1364484,53.5177463,5.87402E+18,65,1,0,0,0,0.25,0.25,0.5,1,2
-2.1380619,53.5501026,1.97927E+18,66,0,1,0,0,0.25,0.25,0.5,1,2
-2.1350319,53.5465107,-2.35208E+18,92,1,0,0,0,0.25,0.25,0.5,1,2
-2.1138988,53.5447351,1.71648E+16,78,0,1,0,0,0.25,0.25,0.5,1,2
-2.1349889,53.5330282,5.97137E+18,163,0,2,0,0,0.5,1,1,2,2
-2.1349917,53.533927,-6.51821E+18,186,0,1,0,0,0.25,0.25,0.5,1,2
-2.1350405,53.5492072,-5.33297E+18,113,0,0,1,0,0.25,0.25,0.5,1,2
-2.1334944,53.5375241,1.89476E+18,105,0,0,0,1,0.25,0.25,0.5,1,2
-2.1335652,53.5599948,-2.12441E+18,87,0,1,0,0,0.25,0.25,0.5,1,2
-2.1334434,53.5213451,6.29067E+18,144,0,0,0,1,0.25,0.25,0.5,1,2
-2.1335681,53.5608937,-5.94251E+17,77,0,1,0,0,0.25,0.25,0.5,1,2
-2.1335851,53.5662866,-7.38702E+18,90,0,0,0,1,0.25,0.25,0.5,1,2
-2.1319855,53.5375258,1.41017E+18,341,0,0,0,1,0.25,0.25,0.5,1,2
-2.1320191,53.5483117,-5.19727E+17,120,0,0,1,0,0.25,0.25,0.5,1,2
-2.1320276,53.5510082,-1.30029E+18,166,0,0,0,1,0.25,0.25,0.5,1,2
-2.13205,53.5581989,-1.42021E+18,58,1,0,0,0,0.25,0.25,0.5,1,2
-2.1304435,53.5267414,7.05078E+18,114,1,0,0,0,0.25,0.25,0.5,1,2
-2.1305155,53.5501111,2.1716E+18,119,0,0,0,1,0.25,0.25,0.5,1,2
-2.1289596,53.5348326,-1.54384E+18,152,0,0,0,1,0.25,0.25,0.5,1,2
-2.1290774,53.5734822,5.01639E+18,62,0,0,0,1,0.25,0.25,0.5,1,2
-2.107961,53.5833903,-4.82394E+17,59,1,0,0,0,0.25,0.25,0.5,1,2
-2.1304379,53.5249437,-8.76579E+18,35,0,1,0,0,0.25,0.25,0.5,1,2
-2.1274536,53.535733,-5.48459E+18,84,0,0,0,1,0.25,0.25,0.5,1,2
-2.1063126,53.528563,3.88051E+18,92,0,1,0,0,0.25,0.25,0.5,1,2
-2.128987,53.5438209,8.54099E+18,230,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1259849,53.5492171,9.80726E+17,347,1,0,0,0,0.25,0.25,0.5,1,2
-2.124473,53.5483198,2.52451E+18,179,2,0,0,0,0.5,1,1,2,2
-2.1002637,53.5222764,-5.11627E+18,14,0,0,1,0,0.25,0.25,0.5,1,2
-2.1228881,53.5222552,6.81127E+17,63,0,0,1,0,0.25,0.25,0.5,1,2
-2.1229638,53.5483214,9.15948E+18,190,0,1,0,0,0.25,0.25,0.5,1,2
-2.119897,53.5312467,1.08156E+18,95,0,0,0,1,0.25,0.25,0.5,1,2
-2.1199632,53.5546163,3.11659E+18,117,0,0,1,0,0.25,0.25,0.5,1,2
-2.2820084,53.4078317,7.33375E+18,15,0,1,0,0,0.25,0.25,0.5,1,2
-2.2805041,53.4078352,4.33281E+18,39,1,2,3,2,2,0.666666667,0.816496581,0.333333333,0.40824829
-2.2805219,53.4105317,-6.01535E+18,53,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2776597,53.4330098,3.36587E+18,51,0,0,1,0,0.25,0.25,0.5,1,2
-2.1183758,53.526754,-7.98381E+18,130,0,0,1,0,0.25,0.25,0.5,1,2
-2.2759856,53.4069469,-2.20566E+18,3,1,0,2,3,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.2759914,53.4078457,4.77751E+18,87,45,42,35,39,40.25,18.25,4.272001873,0.453416149,0.106136692
-2.1168773,53.5303508,5.19289E+18,212,0,0,0,1,0.25,0.25,0.5,1,2
-2.1168822,53.5321485,-3.42871E+18,227,0,1,0,0,0.25,0.25,0.5,1,2
-2.1153564,53.5258581,4.01784E+18,117,1,0,0,0,0.25,0.25,0.5,1,2
-2.1153736,53.53215,-7.89546E+18,119,0,0,0,1,0.25,0.25,0.5,1,2
-2.2716048,53.4276306,-1.76642E+18,58,0,1,0,0,0.25,0.25,0.5,1,2
-2.1123921,53.5456353,-2.43309E+18,125,1,0,0,0,0.25,0.25,0.5,1,2
-2.2699916,53.410556,-7.55999E+18,34,4,5,3,5,4.25,0.916666667,0.957427108,0.215686275,0.225276967
-2.2701056,53.4285329,-3.53135E+18,65,1,2,0,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2775308,53.4132353,-5.14917E+18,56,3,2,4,3,3,0.666666667,0.816496581,0.222222222,0.272165527
-2.2760264,53.4132388,-7.35625E+18,61,3,2,5,2,3,2,1.414213562,0.666666667,0.471404521
-2.2746379,53.4312191,-6.66186E+18,60,0,0,0,1,0.25,0.25,0.5,1,2
-2.2729772,53.4069538,8.62533E+18,15,1,0,0,0,0.25,0.25,0.5,1,2
-2.2729945,53.4096503,2.50249E+18,36,6,5,7,11,7.25,6.916666667,2.62995564,0.954022989,0.362752502
-2.2715017,53.4114515,2.60737E+18,58,7,8,11,6,8,4.666666667,2.160246899,0.583333333,0.270030862
-2.271622,53.4303271,-7.55899E+17,78,1,0,0,0,0.25,0.25,0.5,1,2
-2.2655683,53.4249476,3.07853E+17,94,0,1,2,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2655739,53.4258465,-1.37285E+18,75,1,3,0,2,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.2655795,53.4267453,2.60256E+18,63,2,1,2,0,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.2656187,53.4330372,2.96889E+18,68,0,1,0,0,0.25,0.25,0.5,1,2
-2.2639631,53.4087718,6.41932E+18,27,0,0,0,1,0.25,0.25,0.5,1,2
-2.2640467,53.4222545,-1.74984E+18,108,8,2,3,7,5,8.666666667,2.943920289,1.733333333,0.588784058
-2.2640523,53.4231533,-8.92771E+18,82,4,2,6,6,4.5,3.666666667,1.914854216,0.814814815,0.425523159
-2.264069,53.4258498,-8.20876E+18,76,0,3,4,2,2.25,2.916666667,1.707825128,1.296296296,0.75903339
-2.2641025,53.4312429,-2.2164E+18,15,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.264108,53.4321417,3.79695E+18,116,0,2,0,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2641583,53.4402313,-9.47231E+17,90,0,0,0,1,0.25,0.25,0.5,1,2
-2.2641862,53.4447255,4.67199E+18,54,0,1,0,0,0.25,0.25,0.5,1,2
-2.2641917,53.4456243,-5.14676E+17,83,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2642476,53.4546127,-2.03604E+18,65,1,0,0,0,0.25,0.25,0.5,1,2
-2.2643593,53.4725894,-8.02202E+18,153,0,0,1,0,0.25,0.25,0.5,1,2
-2.2625253,53.4195613,-1.77932E+18,38,1,1,2,1,1.25,0.25,0.5,0.2,0.4
-2.2626862,53.4456276,3.97727E+18,38,0,1,0,0,0.25,0.25,0.5,1,2
-2.2627139,53.4501218,1.66622E+18,107,0,0,1,0,0.25,0.25,0.5,1,2
-2.2627861,53.4618067,1.1143E+18,283,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2611034,53.4330472,-1.39962E+18,56,1,0,1,2,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2611696,53.4438333,3.77749E+18,21,0,1,0,0,0.25,0.25,0.5,1,2
-2.2611972,53.4483275,-1.70508E+17,93,1,0,0,0,0.25,0.25,0.5,1,2
-2.2612248,53.4528217,-9.11619E+18,119,0,1,0,0,0.25,0.25,0.5,1,2
-2.2595434,53.424062,3.22987E+18,73,2,5,4,4,3.75,1.583333333,1.258305739,0.422222222,0.335548197
-2.2581095,53.4357503,-6.59441E+18,52,0,0,1,0,0.25,0.25,0.5,1,2
-2.2581313,53.4393456,4.98756E+17,32,0,0,1,0,0.25,0.25,0.5,1,2
-2.2581367,53.4402445,-6.51377E+18,60,0,1,0,0,0.25,0.25,0.5,1,2
-2.2567507,53.4600222,-6.61818E+18,51,0,1,0,0,0.25,0.25,0.5,1,2
-2.2550075,53.4204764,4.88935E+18,44,2,0,0,0,0.5,1,1,2,2
-2.2551907,53.451037,-7.8345E+18,76,0,2,0,0,0.5,1,1,2,2
-2.2551961,53.4519359,4.87074E+18,48,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2535831,53.4339623,-2.48078E+18,8,1,0,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2536367,53.4429507,7.68025E+18,71,0,1,2,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2537332,53.4591298,1.18071E+18,211,0,1,0,0,0.25,0.25,0.5,1,2
-2.2521099,53.4393585,-3.2284E+18,17,1,1,1,0,0.75,0.25,0.5,0.333333333,0.666666667
-2.2521205,53.4411562,1.6637E+18,46,1,0,0,0,0.25,0.25,0.5,1,2
-2.2521365,53.4438527,-2.61608E+18,129,0,1,3,2,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.2522325,53.4600318,8.54315E+18,76,1,0,0,0,0.25,0.25,0.5,1,2
-2.2522538,53.4636272,5.57099E+18,93,0,0,1,0,0.25,0.25,0.5,1,2
-2.2508059,53.4735175,2.89053E+18,121,0,0,0,1,0.25,0.25,0.5,1,2
-2.2489993,53.4222868,-5.23752E+18,83,1,0,2,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.249194,53.4555439,-2.55547E+18,98,0,0,1,0,0.25,0.25,0.5,1,2
-2.2492677,53.4681277,5.47656E+17,107,0,1,0,0,0.25,0.25,0.5,1,2
-2.247505,53.4240876,-5.205E+18,118,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2475415,53.4303795,6.13382E+18,92,1,0,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2478138,53.4771192,7.78205E+18,384,0,0,1,0,0.25,0.25,0.5,1,2
-2.2460209,53.4276861,-1.16677E+18,136,3,2,2,1,2,0.666666667,0.816496581,0.333333333,0.40824829
-2.2461717,53.4537525,8.53848E+18,10,0,0,0,1,0.25,0.25,0.5,1,2
-2.246281,53.4726281,-1.14606E+17,503,0,1,0,0,0.25,0.25,0.5,1,2
-2.2445883,53.440273,-8.30441E+18,175,1,0,2,3,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.2446348,53.4483626,-2.9104E+18,36,0,0,1,0,0.25,0.25,0.5,1,2
-2.2430418,53.4330853,6.95731E+18,102,1,0,2,2,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.243047,53.4339842,6.46573E+18,101,2,1,2,0,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.2430572,53.4357819,-9.10847E+18,87,1,2,2,2,1.75,0.25,0.5,0.142857143,0.285714286
-2.2431137,53.4456691,-8.42264E+18,100,4,1,2,1,2,2,1.414213562,1,0.707106781
-2.2431189,53.446568,1.46948E+18,111,2,1,2,1,1.5,0.333333333,0.577350269,0.222222222,0.384900179
-2.2431548,53.4528598,-9.34343E+17,173,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.24316,53.4537587,-2.69892E+18,133,2,2,0,1,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.2431651,53.4546575,5.73993E+18,186,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2431754,53.4564552,-1.78726E+17,81,2,2,1,1,1.5,0.333333333,0.577350269,0.222222222,0.384900179
-2.2417205,53.4654466,-5.8372E+18,178,0,1,1,2,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.240199,53.4627532,1.27775E+18,132,1,0,1,2,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2402041,53.463652,8.4209E+18,199,0,0,2,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2402854,53.4780334,2.04593E+18,149,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2385214,53.4321956,-6.90488E+18,83,1,3,0,0,1,2,1.414213562,2,1.414213562
-2.2385869,53.4438806,7.03501E+18,102,2,0,2,3,1.75,1.583333333,1.258305739,0.904761905,0.719031851
-2.2386021,53.4465771,7.59825E+18,76,0,1,0,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2386071,53.4474759,1.29948E+18,30,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2386222,53.4501724,-4.94919E+18,163,6,3,3,2,3.5,3,1.732050808,0.857142857,0.494871659
-2.2386323,53.4519701,-3.0017E+18,198,0,2,0,4,1.5,3.666666667,1.914854216,2.444444444,1.276569477
-2.2386374,53.452869,-3.65786E+17,155,1,1,2,2,1.5,0.333333333,0.577350269,0.222222222,0.384900179
-2.2386525,53.4555655,2.17093E+18,207,0,2,2,1,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.2386626,53.4573632,1.18269E+18,201,3,4,2,2,2.75,0.916666667,0.957427108,0.333333333,0.348155312
-2.2369963,53.4286032,5.65334E+18,119,0,0,0,2,0.5,1,1,2,2
-2.2370113,53.4312998,-1.97824E+18,128,0,0,0,1,0.25,0.25,0.5,1,2
-2.2371115,53.4492766,2.34476E+18,161,1,4,0,2,1.75,2.916666667,1.707825128,1.666666667,0.975900073
-2.2371616,53.458265,-2.26561E+18,115,1,1,1,2,1.25,0.25,0.5,0.2,0.4
-2.2372619,53.4762418,-3.79113E+18,122,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2372971,53.4825336,-4.78E+18,334,1,0,0,0,0.25,0.25,0.5,1,2
-2.2373674,53.4951173,-8.37183E+18,20,0,0,0,1,0.25,0.25,0.5,1,2
-2.2355261,53.4348981,4.23948E+18,65,0,2,0,0,0.5,1,1,2,2
-2.235546,53.4384935,4.40728E+18,89,1,2,1,0,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.235551,53.4393923,-1.09642E+18,88,0,1,1,2,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.235556,53.4402912,3.06879E+17,93,1,0,0,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2355759,53.4438865,-6.34726E+18,61,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2355958,53.4474819,5.41033E+18,47,0,1,0,0,0.25,0.25,0.5,1,2
-2.2340407,53.4384964,-6.83702E+18,77,0,0,1,0,0.25,0.25,0.5,1,2
-2.2340654,53.4429907,7.14908E+17,105,1,3,1,1,1.5,1,1,0.666666667,0.666666667
-2.2340951,53.4483837,-4.66975E+18,80,3,4,1,0,2,3.333333333,1.825741858,1.666666667,0.912870929
-2.2341496,53.4582709,9.3056E+17,154,2,4,3,1,2.5,1.666666667,1.290994449,0.666666667,0.516397779
-2.2343131,53.4879326,9.11587E+18,535,2,2,1,1,1.5,0.333333333,0.577350269,0.222222222,0.384900179
-2.2325501,53.4411959,-5.40972E+18,50,0,1,0,0,0.25,0.25,0.5,1,2
-2.2325895,53.4483866,8.16828E+18,87,0,1,0,0,0.25,0.25,0.5,1,2
-2.2326042,53.4510832,4.72E+18,105,0,3,2,1,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.232619,53.4537797,6.58791E+18,200,2,2,5,2,2.75,2.25,1.5,0.818181818,0.545454545
-2.2326386,53.4573751,1.63495E+18,215,2,0,1,2,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.2326583,53.4609704,-7.13331E+17,67,0,0,0,2,0.5,1,1,2,2
-2.232742,53.4762507,1.37557E+18,218,1,3,1,1,1.5,1,1,0.666666667,0.666666667
-2.2329687,53.517597,9.1454E+18,164,1,0,0,0,0.25,0.25,0.5,1,2
-2.2310496,53.4420977,-3.9044E+18,135,2,1,0,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2310643,53.4447942,-6.16961E+18,67,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2310838,53.4483896,6.18601E+18,74,1,0,3,0,1,2,1.414213562,2,1.414213562
-2.231118,53.4546815,8.93948E+18,128,1,1,4,0,1.5,3,1.732050808,2,1.154700538
-2.2311229,53.4555803,-8.69652E+18,183,1,1,1,2,1.25,0.25,0.5,0.2,0.4
-2.2312598,53.4807478,-5.76616E+18,288,1,0,0,0,0.25,0.25,0.5,1,2
-2.2295442,53.4421006,-6.8441E+18,55,0,0,1,0,0.25,0.25,0.5,1,2
-2.229753,53.4807507,-5.11324E+18,114,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2297724,53.484346,-4.62919E+18,90,0,0,1,0,0.25,0.25,0.5,1,2
-2.2280869,53.4510919,5.29584E+18,188,3,2,1,2,2,0.666666667,0.816496581,0.333333333,0.40824829
-2.2281158,53.4564849,8.58072E+18,137,1,2,1,0,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2266722,53.4681727,-5.0825E+17,98,1,2,2,2,1.75,0.25,0.5,0.142857143,0.285714286
-2.2266818,53.4699704,-2.38812E+18,59,0,1,2,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2267297,53.4789588,-3.60892E+18,103,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2250278,53.4421092,6.09623E+18,138,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2250326,53.443008,7.98366E+17,143,1,0,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2250849,53.4528953,-2.13686E+18,182,2,5,2,1,2.5,3,1.732050808,1.2,0.692820323
-2.2251515,53.465479,-8.60298E+18,50,0,0,3,0,0.75,2.25,1.5,3,2
-2.225223,53.4789616,8.923E+18,60,0,1,2,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.225347,53.5023313,-7.44614E+18,50,0,0,1,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2235743,53.4519993,8.22969E+18,84,1,1,1,0,0.75,0.25,0.5,0.333333333,0.666666667
-2.2236121,53.45919,-2.72257E+17,147,1,0,5,1,1.75,4.916666667,2.217355783,2.80952381,1.267060447
-2.2236452,53.4654819,6.02742E+18,12,0,0,1,0,0.25,0.25,0.5,1,2
-2.2219888,53.4367218,-4.75065E+18,129,0,0,0,1,0.25,0.25,0.5,1,2
-2.2220638,53.4511033,-8.78408E+18,56,0,0,0,3,0.75,2.25,1.5,3,2
-2.2222659,53.4897533,6.17889E+18,66,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.22228,53.4924498,-8.23152E+18,84,0,1,0,0,0.25,0.25,0.5,1,2
-2.2207074,53.4798689,2.29204E+18,162,0,1,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2207307,53.4843631,-6.62425E+18,65,0,0,1,0,0.25,0.25,0.5,1,2
-2.2209084,53.5185188,-5.47682E+18,60,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2190477,53.45021,6.35345E+18,40,0,0,0,1,0.25,0.25,0.5,1,2
-2.2190569,53.4520077,3.4095E+18,111,0,2,0,2,1,1.333333333,1.154700538,1.333333333,1.154700538
-2.219094,53.4591984,6.89087E+18,108,0,2,0,0,0.5,1,1,2,2
-2.2192238,53.4843659,-1.27137E+18,352,1,1,1,4,1.75,2.25,1.5,1.285714286,0.857142857
-2.2192331,53.4861635,-4.99531E+18,47,0,1,0,0,0.25,0.25,0.5,1,2
